Suburb,Address,Type,Price,Rooms,Method,SellerG,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude
Thornbury,83 Normanby Av,h,1185000,3,S,Woodards,17/03/2018,7,3,2,2,313,124,1910,-37.75879,144.99196
Toorak,13/4 Glyndebourne Av,u,955000,3,PI,Kay,17/03/2018,4.1,,,,,,,,
Toorak,29 Gordon St,h,2300000,3,PI,RT,17/03/2018,4.1,3,2,1,230,181,1930,-37.84387,145.00687
Toorak,3/43 Grange Rd,u,910000,3,S,hockingstuart,17/03/2018,4.1,,,,,,,,
Toorak,14 Lisbuoy Ct,h,,3,SN,Marshall,17/03/2018,4.1,3,2,2,604,,,-37.84862,145.01782
Toorak,1 Smyth St,h,4800000,4,VB,Marshall,17/03/2018,4.1,4,1,2,841,,,-37.8451,145.00504
Travancore,106 Baroda St,h,972000,2,S,Nelson,17/03/2018,4.3,2,1,4,315,82,1930,-37.7778,144.93439
Travancore,40 Baroda St,h,1450000,4,S,Hodges,17/03/2018,4.3,4,2,2,636,,,-37.77745,144.93128
Travancore,51 Mooltan St,h,1100000,2,VB,Nelson,17/03/2018,4.3,2,1,1,317,,,-37.78168,144.93733
Truganina,26/1 Clearwater Rise Pde,t,355000,2,SP,Biggin,17/03/2018,18.4,,,,,,,,
Vermont,4 Barton Ct,h,,4,VB,Fletchers,17/03/2018,17.2,4,2,2,743,,,-37.84116,145.20236
Vermont,37 Carinya Rd,h,1010000,4,S,Noel,17/03/2018,17.2,4,1,2,620,,,-37.83347,145.191
Vermont,9 Moore Rd,h,1145000,4,S,Jellis,17/03/2018,17.2,4,2,2,758,,,-37.84299,145.20459
Vermont,3/2 Short St,u,625000,2,S,Philip,17/03/2018,17.2,,,,,,,,
Vermont South,2 Barossa Av,h,942000,3,S,Barry,17/03/2018,17.2,3,2,2,447,,,-37.85562,145.19077
Vermont South,1 Cottonwood Av,h,1120000,3,SP,Ray,17/03/2018,17.2,3,2,2,647,145,1980,-37.85785,145.17049
Viewbank,41 Diane Cr,h,1150000,4,VB,Miles,17/03/2018,8.9,4,2,2,585,215,1980,-37.74127,145.08848
Wallan,77 Dudley St,h,,4,VB,Barry,17/03/2018,44.2,4,2,2,613,141,,-37.4128,144.97353
Wantirna,18 Georgian Gdns,h,903000,3,S,Noel,17/03/2018,14.7,3,2,2,559,,,-37.85872,145.22935
Wantirna,4 Wondalea Cr,h,,4,PN,OBrien,17/03/2018,14.7,4,2,2,672,181,1980,-37.85922,145.21716
Wantirna South,18 Allanfield Cr,h,820000,3,SP,Harcourts,17/03/2018,14.7,3,1,2,710,,,-37.86282,145.25094
Wantirna South,5 Dubin Ct,h,,5,PI,Barry,17/03/2018,14.7,5,3,6,824,,,-37.88052,145.24195
Wantirna South,5 Hunt Ct,h,980000,3,S,Harcourts,17/03/2018,14.7,3,2,2,650,156,1985,-37.88812,145.22391
Wantirna South,57 Jenola Pde,h,,5,SN,Harcourts,17/03/2018,14.7,5,2,4,637,,,-37.87431,145.22329
Wantirna South,27 Tate Av,h,900500,3,S,Harcourts,17/03/2018,14.7,3,1,2,720,,,-37.85964,145.24186
Warrandyte,261 Tindals Rd,h,3250000,5,S,Barry,17/03/2018,21.1,5,3,6,4330,417,1985,-37.76192,145.19617
Watsonia,41 Frensham Rd,h,730000,3,S,Buckingham,17/03/2018,14.5,3,1,1,600,,,-37.7164,145.0849
Watsonia North,27 Gillingham St,h,760000,3,S,Barry,17/03/2018,14.5,3,2,2,536,145,,-37.69279,145.08902
Werribee,11 Fauna Ct,h,538000,3,S,hockingstuart,17/03/2018,14.7,3,2,1,510,,,-37.88111,144.65365
Werribee,13 Oradala Ri,h,447500,2,S,Barry,17/03/2018,14.7,,,,,,,,
Werribee,24 Pelican Pl,h,470000,4,SP,hockingstuart,17/03/2018,14.7,4,1,,681,100,1980,-37.88707,144.67619
Werribee,61 Rowes Rd,h,474000,3,SP,Sweeney,17/03/2018,14.7,3,2,1,592,,,-37.88933,144.63651
Werribee,27 Songlark Cr,h,490000,4,S,Barry,17/03/2018,14.7,4,2,2,568,,,-37.87653,144.66651
Werribee,25 Swan St,h,491500,3,S,Ray,17/03/2018,14.7,3,1,2,514,151,1980,-37.88318,144.66005
Werribee,11 Taisho Ct,h,580000,4,S,Purplebricks,17/03/2018,14.7,4,2,2,451,192,2000,-37.90813,144.63034
Werribee,36 Tigris Cl,h,430000,3,SP,Greg,17/03/2018,14.7,3,1,2,302,115,1995,-37.88006,144.65671
Werribee,9 Torrens St,h,,5,S,hockingstuart,17/03/2018,14.7,5,2,2,570,,,-37.88631,144.6571
West Footscray,19/22 Blandford St,u,347000,2,S,Burnham,17/03/2018,6.4,,,,,,,,
West Footscray,61 Cala St,h,765000,3,S,Jas,17/03/2018,6.4,3,1,1,193,,,-37.80315,144.8664
West Footscray,14 Dove St,h,1205000,4,PI,Nelson,17/03/2018,6.4,4,2,1,396,,,-37.79634,144.88028
West Footscray,19 Hope St,h,1230000,4,S,Jas,17/03/2018,6.4,4,2,2,353,160,1935,-37.79175,144.87185
West Melbourne,364 King St,h,1200000,2,VB,W.B.,17/03/2018,3.1,2,1,1,136,,,-37.80817,144.95222
Westmeadows,19 Bamford Av,h,595000,4,S,YPA,17/03/2018,16.5,4,1,3,540,,,-37.67889,144.88183
Westmeadows,3 Capri Ct,h,575000,3,S,YPA,17/03/2018,16.5,3,1,0,555,,,-37.68017,144.89853
Westmeadows,215 Johnstone St,h,466000,2,S,Raine,17/03/2018,16.5,2,1,1,243,88,,-37.67908,144.8971
Wheelers Hill,5 Ajax Dr,h,1150000,3,VB,Harcourts,17/03/2018,16.7,3,2,2,697,,,-37.90405,145.18611
Wheelers Hill,26 Entally Dr,h,,4,W,One,17/03/2018,16.7,4,2,3,851,,,-37.90282,145.17727
Wheelers Hill,2 Henley Dr,h,,4,SP,Jellis,17/03/2018,16.7,4,2,5,1156,,,-37.89323,145.17672
Wheelers Hill,11 Petronella Av,h,1800000,4,S,Barry,17/03/2018,16.7,4,4,2,650,,,-37.90269,145.19139
Wheelers Hill,71 Phoenix Dr,h,1280000,4,S,Barry,17/03/2018,16.7,4,3,2,678,,1980,-37.91318,145.1858
Wheelers Hill,10 Pineview Cl,h,950000,4,PI,Barry,17/03/2018,16.7,4,2,2,743,,,-37.91088,145.20153
Williamstown,58 Anzac Cr,h,1600000,4,PI,Williams,17/03/2018,6.8,4,3,2,509,127,1990,-37.8621,144.88598
Williamstown,75 Bayview St,h,1570000,3,SP,Williams,17/03/2018,6.8,3,2,2,225,,,-37.86221,144.88596
Williamstown,48 Chandler St,h,1450000,3,SP,Williams,17/03/2018,6.8,3,1,1,445,,,-37.8512,144.89095
Williamstown,2 Hoffman Tce,h,1924000,5,S,Williams,17/03/2018,6.8,5,3,2,192,,,-37.86402,144.88162
Williamstown,32 Laverton St,h,2885000,4,S,Raine,17/03/2018,6.8,,,,,,,,
Williamstown,12 McGuire Cr,h,1150000,3,SP,Williams,17/03/2018,6.8,3,2,2,330,112,2000,-37.85714,144.87523
Williamstown,4 McGuire Cr,h,1150000,3,SP,Williams,17/03/2018,6.8,3,2,2,270,150,1998,-37.85681,144.87529
Williamstown,24 Oconnell Mw,t,1000000,3,S,Williams,17/03/2018,6.8,,,,,,,-37.86215,144.88038
Windsor,10 Green St,h,2400000,4,SP,Kay,17/03/2018,4.6,4,3,1,201,,,-37.85311,144.99034
Wollert,15 Althorp St,h,600000,3,SP,hockingstuart,17/03/2018,25.5,3,2,2,360,149,2017,-37.6136,144.99863
Wollert,40 Whitebark St,h,615000,4,S,HAR,17/03/2018,25.5,4,2,2,392,0,2015,-37.61252,145.04288
Wyndham Vale,28 Aldridge Rd,h,535000,4,SP,Sweeney,17/03/2018,27.2,4,2,2,545,198,2010,-37.8955,144.61192
Wyndham Vale,19 Ashburton Av,h,651000,4,S,Barry,17/03/2018,27.2,,,,,,,,
Wyndham Vale,22 Botanic Wy,h,,5,PI,YPA,17/03/2018,27.2,5,3,2,588,,,-37.89147,144.62172
Wyndham Vale,6 Bromley St,h,421000,3,S,hockingstuart,17/03/2018,27.2,3,1,1,259,112,1999,-37.88721,144.6246
Wyndham Vale,13 Chisholm Pl,h,,3,W,hockingstuart,17/03/2018,27.2,3,2,1,300,,,-37.88179,144.62097
Wyndham Vale,6 Fatham Dr,h,510000,4,S,hockingstuart,17/03/2018,27.2,4,2,2,472,168,2010,-37.88102,144.63138
Yallambie,10 Fahey Cr,h,825000,3,S,Barry,17/03/2018,12.7,3,1,1,642,131,1960,-37.72966,145.08211
Yarraville,4/20 Angliss St,h,,2,S,hockingstuart,17/03/2018,6.3,,,,,,,,
Yarraville,11 Cranbrook St,h,,3,SN,Gunn&Co,17/03/2018,6.3,3,1,4,473,,,-37.82326,144.87565
Yarraville,67 Fehon St,h,1090000,3,S,Jas,17/03/2018,6.3,3,1,,240,,,-37.81943,144.88703
Yarraville,23 Frederick St,h,1125000,3,S,Village,17/03/2018,6.3,3,1,1,294,112,1900,-37.81973,144.89735
Yarraville,134 Gamon St,h,1575000,3,PI,Greg,17/03/2018,6.3,3,1,3,597,,,-37.81281,144.88912
Yarraville,3/87 Gamon St,u,525000,2,S,hockingstuart,17/03/2018,6.3,,,,,,,,
Yarraville,42 Kingston St,h,939000,2,SP,hockingstuart,17/03/2018,6.3,2,1,,188,75,1920,-37.81449,144.88065
Yarraville,25 Ovens St,h,855000,3,S,Jas,17/03/2018,6.3,3,1,,207,,,-37.81846,144.89216
Yarraville,30 Sussex St,h,1200000,3,SP,Jas,17/03/2018,6.3,3,1,0,268,119,1915,-37.81968,144.89142
Abbotsford,212/4 Acacia Pl,u,1755000,3,VB,Jellis,24/02/2018,3,,,,,,,,
Airport West,1A Clydesdale Rd,h,640000,3,PI,Barry,24/02/2018,10.4,3,2,1,281,,,-37.72896,144.88084
Airport West,2/123 Parer Rd,h,572000,2,S,Harcourts,24/02/2018,10.4,,,,,,,,
Albanvale,111 Opie Rd,h,,3,PI,YPA,24/02/2018,14,3,2,,540,120,1989,-37.74709,144.76008
Albert Park,12/140 Kerferd Rd,u,690000,2,S,hockingstuart,24/02/2018,3,,,,,,,,
Albion,2 Barclay St,h,655000,2,S,Douglas,24/02/2018,10.5,2,1,2,463,97,1950,-37.78159,144.82373
Albion,8B Brisbane St,t,600000,3,S,Bells,24/02/2018,10.5,3,2,2,187,120,2010,-37.77804,144.81643
Albion,8/3 King Edward Av,u,380000,2,S,Bells,24/02/2018,10.5,,,,,,,,
Alphington,4 Adams St,h,2300000,4,PI,McGrath,24/02/2018,5.7,4,2,2,352,,,-37.78154,145.03326
Alphington,41 Lucerne Cr,h,,4,SN,Miles,24/02/2018,5.7,4,2,2,804,,,-37.78541,145.03422
Altona,201/42 Kororoit Creek Rd,u,452000,1,SP,Jas,24/02/2018,11,,,,,,,,
Altona Meadows,4 Hoddle Wy,h,632500,3,S,Barry,24/02/2018,15.5,3,1,4,530,113,1980,-37.88698,144.78551
Altona North,11a Mahon Av,h,860000,3,S,Greg,24/02/2018,9.4,3,2,2,323,161,2016,-37.83015,144.85064
Ardeer,8 Glinden Av,h,641000,3,PI,Prof.,24/02/2018,12.8,3,1,4,560,,,-37.77508,144.80053
Ardeer,38 Sunhill Ct,t,,3,PI,Barry,24/02/2018,12.8,,,,,,,-37.77501,144.8053
Armadale,4 Armadale St,h,4250000,4,PI,Marshall,24/02/2018,6.3,4,3,2,550,283,1890,-37.8604,145.01852
Armadale,7/16 Fulton St,u,,2,S,hockingstuart,24/02/2018,6.3,,,,,,,,
Armadale,62 Kooyong Rd,h,,5,PN,RT,24/02/2018,6.3,5,1,3,706,,,-37.85815,145.02043
Armadale,11/58 Wattletree Rd,t,1115000,3,S,Jellis,24/02/2018,6.3,,,,,,,,
Ascot Vale,2 Bettina Ct,h,1320000,3,S,Brad,24/02/2018,4.3,3,1,2,438,,1960,-37.77451,144.9025
Ascot Vale,2 Cunningham Ct,t,953000,3,S,Brad,24/02/2018,4.3,3,1,2,370,,,-37.78129,144.9201
Ascot Vale,28 Gillespie Av,h,1080000,3,S,Brad,24/02/2018,4.3,3,2,2,223,137,2010,-37.77748,144.90652
Ascot Vale,11 Holdsworth St,h,1341000,4,S,Nelson,24/02/2018,4.3,4,1,2,343,,,-37.77271,144.90959
Ashburton,4 Poulter St,h,,2,S,Marshall,24/02/2018,10.2,2,1,2,676,,,-37.86371,145.08864
Ashwood,22 Carlyle St,h,1554000,3,S,hockingstuart,24/02/2018,10.2,3,2,4,698,154,1945,-37.86131,145.09638
Ashwood,41 Closter Av,h,1850000,4,S,Buxton,24/02/2018,10.2,4,3,2,746,164,1960,-37.86491,145.09752
Ashwood,13 Maroondah Rd,h,1975000,5,S,Buxton/Marshall,24/02/2018,10.2,5,5,2,725,,,-37.86486,145.1113
Ashwood,104 Morton Rd,h,,4,VB,Buxton,24/02/2018,10.2,4,3,2,653,276,2013,-37.86319,145.09888
Ashwood,457 Warrigal Rd,h,1185500,4,S,Buxton,24/02/2018,10.2,4,2,2,710,,,-37.86164,145.09379
Aspendale,43 Tarongo Dr,h,,4,SP,O'Brien,24/02/2018,21.5,4,2,2,534,140,1970,-38.02242,145.10972
Aspendale Gardens,8 Jackie Ct,h,1110500,4,SP,Barry,24/02/2018,21.5,4,3,2,619,,,-38.01882,145.12407
Aspendale Gardens,20 Tatyoon Cl,h,750000,3,PI,Ray,24/02/2018,21.5,3,1,1,560,,,-38.017,145.10766
Aspendale Gardens,47 Winners Cir,h,,4,S,Buxton,24/02/2018,21.5,4,2,4,572,283,1999,-38.01376,145.10694
Attwood,30 The Crest,h,550000,4,S,Walshe,24/02/2018,16.5,4,2,2,335,,,-37.67292,144.88881
Attwood,21 Threadneedle St,h,805000,4,PI,Barry,24/02/2018,16.5,4,2,2,630,269,2000,-37.6712,144.87911
Avondale Heights,14 Arbor Tce,h,1000000,3,SP,Moonee,24/02/2018,9.5,3,1,3,576,,,-37.76461,144.86563
Avondale Heights,9 Brentwood Dr,h,810000,3,PI,Moonee,24/02/2018,9.5,3,1,,525,105,1960,-37.77278,144.85418
Avondale Heights,7 Coral Ct,h,820000,4,S,Moonee,24/02/2018,9.5,4,1,1,504,,,-37.77244,144.85696
Avondale Heights,5B Weyburn Pl,t,700000,3,SP,Moonee,24/02/2018,9.5,,,,,,,-37.75967,144.86823
Balaclava,17 Brunning St,h,1467500,3,S,McGrath,24/02/2018,6.4,3,1,,222,108,1910,-37.8731,144.99168
Balaclava,6/51 Gourlay St,u,515000,2,SP,Buxton,24/02/2018,6.4,,,,,,,,
Balaclava,56 Gourlay St,h,1550000,4,S,Whiting,24/02/2018,6.4,4,2,2,467,163,1900,-37.87245,144.9976
Balaclava,11/91 Grosvenor St,u,584000,2,S,Buxton,24/02/2018,6.4,,,,,,,,
Balaclava,42 Rosamond St,h,1160000,2,S,McGrath,24/02/2018,6.4,2,1,,178,98,1915,-37.86991,144.99244
Balwyn,110 Gordon St,h,4350000,5,VB,Marshall,24/02/2018,7.9,5,5,2,641,,,-37.80862,145.07452
Balwyn,6/26 Gordon St,t,700000,2,VB,hockingstuart,24/02/2018,7.9,,,,,,,,
Balwyn,2/16 Westminster St,h,1380000,2,S,Marshall,24/02/2018,7.9,,,,,,,,
Balwyn,1/6 Westminster St,u,896000,2,S,Jellis,24/02/2018,7.9,,,,,,,,
Balwyn North,9 Chelmsford St,h,2440000,4,VB,Fletchers,24/02/2018,9.7,4,3,1,1011,,,-37.79467,145.0879
Balwyn North,13 Corby St,h,1800000,3,VB,Marshall,24/02/2018,9.7,3,1,2,676,140,1950,-37.79162,145.08315
Balwyn North,74 Corhampton Rd,h,1562000,4,S,Fletchers,24/02/2018,9.7,4,2,1,436,160,1930,-37.80088,145.066
Balwyn North,28 Ellsa St,h,,4,SP,Fletchers,24/02/2018,9.7,4,2,2,1024,,,-37.79436,145.09601
Balwyn North,33 Ferdinand Av,h,2100000,3,S,Jellis,24/02/2018,9.7,3,2,2,1008,,,-37.79455,145.0947
Balwyn North,43 Gardenia Rd,h,,3,S,Jellis,24/02/2018,9.7,3,1,3,777,,,-37.78535,145.09862
Balwyn North,3/1 Highbury St,t,,3,SP,RW,24/02/2018,9.7,,,,,,,,
Balwyn North,36 Kyora Pde,h,1950000,4,VB,Jellis,24/02/2018,9.7,4,2,2,836,,1940,-37.78775,145.07043
Balwyn North,9 Prose St,h,,6,S,Fletchers,24/02/2018,9.7,6,3,3,715,300,1960,-37.78262,145.08649
Balwyn North,8 Riverside Av,h,2350000,4,VB,Jellis,24/02/2018,9.7,4,2,4,919,,,-37.79037,145.06571
Balwyn North,39 Walbundry Av,h,3100000,4,PI,Fletchers,24/02/2018,9.7,4,3,1,836,,1935,-37.79154,145.06912
Balwyn North,2 Winfield Rd,h,,4,VB,hockingstuart,24/02/2018,9.7,4,3,2,519,,,-37.80186,145.10441
Balwyn North,11 Wynyard Cr,h,2000000,5,VB,Marshall,24/02/2018,9.7,4,2,2,918,,,-37.8031,145.09304
Beaumaris,3/5 Beach Rd,t,,3,SP,Kay,24/02/2018,17.3,,,,,,,,
Beaumaris,48 Gareth Av,h,1600000,3,SP,Buxton,24/02/2018,17.3,3,2,3,805,,,-37.97952,145.03148
Beaumaris,12 Grandview Av,h,1540000,3,S,Hodges,24/02/2018,17.3,3,2,2,616,,,-37.97973,145.0308
Beaumaris,51 Haydens Rd,h,1905000,3,S,Buxton,24/02/2018,17.3,3,1,2,763,,,-37.97996,145.0292
Beaumaris,1 Page St,t,,4,SP,Marshall,24/02/2018,17.3,,,,,,,-37.98306,145.02679
Beaumaris,152 Reserve Rd,h,1800000,4,VB,Hodges,24/02/2018,17.3,4,2,2,1105,251,2005,-37.97677,145.03506
Bellfield,138 Liberty Pde,h,815000,3,S,Nelson,24/02/2018,8.8,3,1,2,612,102,1950,-37.75017,145.03497
Bentleigh,3A Durban St,t,1300000,3,VB,Jellis,24/02/2018,11.4,3,2,2,275,,2012,-37.92662,145.04846
Bentleigh,2/2 Gilmour Rd,t,1002500,3,S,Jellis,24/02/2018,11.4,3,2,2,239,119,2010,-37.93248,145.04219
Bentleigh,1 Harding St,h,1390000,4,S,Buxton,24/02/2018,11.4,4,2,2,833,158,1920,-37.92868,145.0314
Bentleigh,8 Marriot Rd,h,1395000,3,S,Buxton,24/02/2018,11.4,3,1,2,697,,,-37.93116,145.04078
Bentleigh,16 McKittrick Rd,h,1526000,3,S,C21,24/02/2018,11.4,3,1,2,739,,,-37.92957,145.04234
Bentleigh,27 North Av,h,1660000,4,S,Woodards,24/02/2018,11.4,4,2,4,605,,,-37.9272,145.03458
Bentleigh,11 Park Cr,h,2050000,4,S,Jellis,24/02/2018,11.4,4,2,4,599,,1930,-37.92319,145.03368
Bentleigh,34A Tucker Rd,h,,4,SP,Buxton,24/02/2018,11.4,4,,,1094,,,-37.93128,145.04909
Bentleigh,86A Tucker Rd,t,1280000,4,S,Buxton,24/02/2018,11.4,4,3,2,375,,,-37.92666,145.04993
Bentleigh East,4 Abbin Av,h,1610000,2,PI,Buxton,24/02/2018,13.8,2,1,2,981,,,-37.93143,145.05011
Bentleigh East,10 Almurta Rd,h,1250000,4,S,Jellis,24/02/2018,13.8,4,2,4,639,,,-37.92633,145.06609
Bentleigh East,27 Lancaster St,h,,3,PI,O'Brien,24/02/2018,13.8,,,,,,,,
Bentleigh East,54A MacKie Rd,t,1150000,4,VB,Gary,24/02/2018,13.8,4,3,2,303,,2016,-37.91852,145.07436
Bentleigh East,16a Murrong Av,t,,4,S,Buxton,24/02/2018,13.8,4,3,2,324,,,-37.9084,145.06032
Berwick,18 Casey Dr,h,2300000,5,S,Barry,24/02/2018,35.2,5,3,2,4008,,,-38.0162,145.34792
Black Rock,5/315 Beach Rd,u,1165000,3,S,Hodges,24/02/2018,17.3,,,,,,,,
Black Rock,28A First St,t,,4,PN,Chisholm,24/02/2018,17.3,4,2,2,300,,,-37.9775,145.02211
Black Rock,1 Percy St,h,,5,PI,Kay,24/02/2018,17.3,5,3,2,699,332,1995,-37.9626,145.014
Black Rock,14A Stanley St,h,2380000,4,S,Chisholm,24/02/2018,17.3,4,2,2,386,274,,-37.97261,145.01849
Blackburn,6 Forest Rd,h,1125000,3,VB,Fletchers,24/02/2018,13.4,3,2,2,816,,,-37.83178,145.16555
Blackburn North,1/21 Devon Dr,u,775000,3,S,Noel,24/02/2018,13.4,,,,,,,,
Blackburn North,72 Kett St,h,980000,4,S,Barry,24/02/2018,13.4,4,3,2,605,184,1965,-37.80394,145.16754
Blackburn South,27 Shawlands Av,h,1070000,3,SP,Barry,24/02/2018,13.4,3,1,3,661,,,-37.83467,145.15089
Braybrook,32 Myalla St,h,910000,3,S,Douglas,24/02/2018,8.6,3,1,2,667,,,-37.78816,144.84932
Braybrook,4/31 Vine St,t,615000,2,SP,Barry,24/02/2018,8.6,,,,,,,,
Brighton,37 Campbell St,h,1335000,2,SP,RT,24/02/2018,10.5,2,1,1,197,,,-37.89911,144.9933
Brighton,147 Cochrane St,h,,3,SP,Buxton,24/02/2018,10.5,3,1,,518,151,1930,-37.89094,145.00041
Brighton,114 Cole St,h,2710000,4,S,Biggin,24/02/2018,10.5,4,2,2,547,216,1905,-37.89538,145.00121
Brighton,11 Collington Av,h,,5,S,Buxton,24/02/2018,10.5,5,3,2,733,303,1995,-37.91872,145.0021
Brighton,10 Farleigh Gr,h,,2,S,Marshall,24/02/2018,10.5,2,1,2,669,,,-37.91194,144.98936
Brighton,1/7 Laburnum St,u,1715000,3,S,Buxton,24/02/2018,10.5,,,,,,,,
Brighton,134A Male St,t,1900000,3,VB,Jellis,24/02/2018,10.5,3,2,2,350,,,-37.90664,145.00569
Brighton,1/61 Martin St,u,1220000,3,S,Hodges,24/02/2018,10.5,,,,,,,,
Brighton,9/36 New St,t,,3,S,Marshall,24/02/2018,10.5,,,,,,,,
Brighton,4/33 North Rd,u,900000,2,SP,Buxton,24/02/2018,10.5,,,,,,,,
Brighton,74 Well St,h,3800000,5,PI,Buxton,24/02/2018,10.5,5,2,2,624,438,2000,-37.91852,144.99742
Brighton East,17a Billson St,t,1650000,4,VB,Marshall,24/02/2018,10.3,4,3,1,299,,,-37.91795,145.01428
Brighton East,54 Canberra Gr,h,,4,SP,Marshall,24/02/2018,10.3,4,3,3,805,351,2007,-37.92513,145.01089
Brighton East,21 Comer St,h,,5,S,hockingstuart,24/02/2018,10.3,5,3,2,695,,,-37.92804,145.01245
Brighton East,13 Edro Av,h,,5,S,hockingstuart,24/02/2018,10.3,5,3,2,698,420,2011,-37.92528,145.00769
Brighton East,15 Heathfield Rd,h,,4,SP,Hodges,24/02/2018,10.3,4,2,2,707,,,-37.92703,145.00664
Brighton East,10 Hodder St,h,2285000,4,S,Gary,24/02/2018,10.3,4,2,3,779,,,-37.909,145.02241
Brighton East,61 Milroy St,h,1900000,4,VB,Marshall,24/02/2018,10.3,4,2,2,626,,,-37.90597,145.00969
Brighton East,729c Nepean Hwy,t,1125000,4,PI,Rodney,24/02/2018,10.3,,,,,,,,
Brighton East,5/29 Pine St,u,1000000,2,PI,Buxton,24/02/2018,10.3,,,,,,,,
Brighton East,17 Plantation Av,h,2420000,3,S,hockingstuart,24/02/2018,10.3,3,1,2,652,,,-37.92175,145.00748
Brighton East,15b Summerhill Rd,t,1800000,4,S,Marshall,24/02/2018,10.3,4,2,2,291,,,-37.91722,145.01261
Brighton East,5A Tatong Rd,t,940000,2,S,Buxton,24/02/2018,10.3,,,,,,,-37.93009,145.02986
Brighton East,15 Trinity Ct,h,1705000,3,S,Gary,24/02/2018,10.3,3,1,2,601,,,-37.90852,145.02104
Brighton East,1/21 Violet Cr,t,880000,2,S,Jellis,24/02/2018,10.3,,,,,,,,
Brighton East,12 Welwyn Av,h,1905000,3,S,Marshall,24/02/2018,10.3,3,1,2,652,,,-37.93002,145.02145
Broadmeadows,46 Holberry St,h,682500,3,S,Stockdale,24/02/2018,14,3,1,1,632,,,-37.68858,144.93092
Brooklyn,2/42 Nolan Av,u,,2,SP,hockingstuart,24/02/2018,6.4,,,,,,,,
Brunswick,237 Albion St,h,1150000,2,SP,Jellis,24/02/2018,5.2,2,1,2,398,107,1890,-37.76032,144.95981
Brunswick,19 Barry St,h,805000,2,PI,Nelson,24/02/2018,5.2,2,1,0,186,,,-37.77174,144.95277
Brunswick,1 Hanover St,h,1035500,3,S,McDonald,24/02/2018,5.2,3,1,0,375,116,1900,-37.76276,144.9535
Brunswick,80 Stewart St,h,984000,3,PI,Woodards,24/02/2018,5.2,3,1,2,207,115,1910,-37.76422,144.96888
Brunswick,1/81 Stewart St,u,682000,2,S,Nelson,24/02/2018,5.2,,,,,,,,
Brunswick,7 Sutherland St,h,1050000,3,S,Nelson,24/02/2018,5.2,3,3,2,231,,,-37.76252,144.95456
Brunswick East,63 Albert St,h,1500000,4,S,Jellis,24/02/2018,4,4,2,,153,175,1900,-37.76998,144.97358
Brunswick East,27 Barkly St,h,2300000,4,S,Woodards,24/02/2018,4,4,2,1,416,241,1915,-37.77766,144.97604
Brunswick East,279 Edward St,h,,3,VB,Jellis,24/02/2018,4,3,1,2,360,130,1910,-37.77533,144.97561
Brunswick East,31 Piera St,h,986000,2,S,Nelson,24/02/2018,4,2,1,2,191,,,-37.77416,144.97289
Brunswick West,13 Curtin Av,h,720000,2,PI,Nelson,24/02/2018,5.2,2,1,2,377,,1950,-37.75702,144.93678
Brunswick West,17 Shamrock St,h,,4,SP,hockingstuart,24/02/2018,5.2,4,2,2,443,213,1890,-37.75811,144.95015
Brunswick West,54 Smith St,h,1290000,3,S,Brad,24/02/2018,5.2,3,1,2,421,126,1930,-37.7676,144.94559
Brunswick West,21 Walker St,h,1211000,3,S,Nelson,24/02/2018,5.2,3,1,2,555,134,1920,-37.76703,144.94235
Brunswick West,13A Waxman Pde,t,950000,4,PI,Barry,24/02/2018,5.2,4,2,2,263,180,2014,-37.75845,144.93448
Bulleen,19 Avon St,h,950000,3,PI,Jellis,24/02/2018,10.8,3,2,2,264,185,1980,-37.76548,145.08535
Bulleen,2b Kenneth St,t,1150000,4,PI,Jellis,24/02/2018,10.8,4,2,1,299,,,-37.77443,145.0947
Bulleen,13 Moresby Av,h,1292000,4,S,Jellis,24/02/2018,10.8,4,2,1,733,206,1970,-37.77716,145.09366
Bullengarook,11 Dohoney Rd,h,865000,4,S,Raine,24/02/2018,45.9,4,2,0,42800,180,2000,-37.47154,144.53828
Bundoora,33 Boston Rd,h,817000,3,S,Barry,24/02/2018,12.1,3,1,2,550,145,1970,-37.6963,145.07767
Bundoora,7 Bowral Ct,h,715000,3,S,Barry,24/02/2018,12.1,3,1,,688,,,-37.70233,145.06604
Bundoora,40 Carbeen Dr,h,921000,4,S,YPA,24/02/2018,12.1,4,2,2,556,,,-37.6831,145.05981
Bundoora,6 Greenwich Cr,t,628000,3,S,Ray,24/02/2018,12.1,3,2,1,201,,,-37.68442,145.07775
Bundoora,22 Lauder Dr,h,666600,3,S,Langwell,24/02/2018,12.1,,,,,,,,
Bundoora,4 Sundew St,h,,4,PI,HAR,24/02/2018,12.1,4,2,2,618,232,2003,-37.67913,145.0494
Burnside Heights,5 Wills Tce,h,660000,3,S,YPA,24/02/2018,14.8,3,2,2,415,,2010,-37.73285,144.7578
Burwood,14 Delany Av,h,1725000,3,S,Ray,24/02/2018,10.4,3,2,2,766,150,1960,-37.849,145.11839
Burwood,23 Peacock St,h,1661000,4,S,Buxton,24/02/2018,10.4,4,1,2,847,,,-37.85236,145.1158
Burwood,64 Somers St,h,1510000,3,S,Lindellas,24/02/2018,10.4,3,2,2,621,,,-37.84484,145.10045
Burwood East,33 Davis St,h,,7,SN,McGrath,24/02/2018,14.7,7,4,4,780,454,1985,-37.8496,145.14596
